Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0,0.09,71,41,7.4,25,Traveller's Tales,E10+,YES
Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0,0,79,44,7,10,Crystal Dynamics,T,YES
NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0,0.02,89,22,8.8,24,Electronic Arts,E,YES
TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0,0.09,90,33,8.8,127,Free Radical Design,T,YES
Shrek the Third,PS2,2007,Action,Activision,0.4,0,0.07,56,18,6.1,9,Amaze Entertainment,E10+,YES
Battlefield 2,PC,2005,Shooter,Electronic Arts,0,0,0.01,91,55,8.4,837,Digital Illusions,T,YES
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,0.28,0.99,95,98,9.1,8003,Naughty Dog,M,YES
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0,0.11,91,13,9.2,3963,CD Projekt Red Studio,M,YES
F1 2011,X360,2011,Racing,Codemasters,0.11,0.01,0.09,84,61,7.1,54,Codemasters,E,YES
NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0,0.1,60,28,3.6,306,EA Sports,E10+,YES
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0,0.04,74,25,7.1,36,TT Games,E10+,YES
Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,58,6,8,4,Aspyr,E10+,YES
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.04,0.27,86,68,6.4,2658,Respawn Entertainment,M,YES
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.02,0.03,43,34,5.3,21,Tecmo,M,YES
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0.01,60,4,7.2,21,Activision,T,YES
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.03,0.02,78,9,5.4,7,Konami,E,YES
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.04,0.04,70,67,8.1,157,Spicy Horse,M,YES
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0,0.01,73,13,7.5,12,Ubisoft,E10+,YES
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0.01,82,18,5.2,6,Visual Concepts,E,YES
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0,0.01,73,13,7,6,Griptonite Games,E10+,YES
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.03,0.02,58,33,6.5,21,Omega Force,T,YES
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0.03,60,4,6,8,Blue Tongue Entertainment,E,YES
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0,0,80,48,6.8,326,EA DICE,T,YES
Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0,0.03,63,20,7.6,11,Acclaim Studios Austin,T,YES
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0,0.02,73,16,8.1,7,Warner Bros. Interactive Entertainment,E10+,YES
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0,0.07,72,49,8,68,SuperMassive Games,M,YES
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,35,10,4,6,Crave,E,YES
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0,0.08,81,75,7.8,69,Rockstar San Diego,E,YES
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,41,4,8,6,FUN Labs,E,YES
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0,0.08,81,29,7.7,111,PopCap,E10+,YES
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0,0,44,19,6,11,Circus Freak,T,YES
ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0,0.04,85,28,8.7,22,Visual Concepts,E,YES
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,0.01,0.46,97,34,7.5,298,Neversoft Entertainment,T,YES
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,1.39,0.03,84,14,8.6,44,Nintendo,E,YES
X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0,0,62,21,6.6,8,GenePool,T,YES
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0,0,80,23,8.8,9,Shaba Games,E,YES
True Crime: New York City,XB,2005,Action,Activision,0.21,0,0.01,60,43,7.8,17,Exakt,M,YES
Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.08,0.02,73,48,8,99,Ganbarion,T,YES
NCIS,PS3,2011,Adventure,Ubisoft,0.07,0,0.02,50,4,4,4,Ubisoft,T,YES
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,29,16,3.3,30,Red Tribe,T,YES
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.01,82,24,8.2,24,Wow Entertainment,E,YES
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0,0.02,78,46,6.2,80,Ubisoft Montreal,M,YES
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.32,0,0.08,60,16,8,44,Eurocom Entertainment Software,E,YES
KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0,0.02,26,7,3.8,8,Wildfire Studios,T,YES
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.35,0.02,72,37,7.7,38,Namco,T,YES
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0,0.01,60,17,5.3,4,Namco,T,YES
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0,0.01,85,48,8.6,1739,Obsidian Entertainment,M,YES
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0,0.05,56,6,6,7,Cooking Mama Limited,E,YES
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0,0.01,73,39,7.5,13,Arc System Works,T,YES
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0,0.01,64,5,7.4,5,EKO Software,E,YES
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0,0.01,49,26,6,11,Sanzaru Games,E10+,YES
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0,0.03,87,58,9,118,Sony Bend,M,YES
Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.7,0.11,1.13,87,89,6.3,1454,Treyarch,M,YES
ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0,0,88,25,8.4,24,Kush Games,E,YES
Wii Sports,Wii,2006,Sports,Nintendo,41.36,3.77,8.45,76,51,8,322,Nintendo,E,YES
Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0,0.03,59,14,9,17,Spike,E,YES
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0,0,53,17,5.1,44,Artdink,T,YES
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0,0.02,70,8,8.9,17,Heavy Iron Studios,E,YES
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.05,0.15,76,46,4.3,894,Turtle Rock Studios,M,YES
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.06,0.01,70,19,8.2,27,Koei Tecmo Games,M,YES
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0.01,0,82,9,8.3,20,Headstrong Games,E,YES
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.09,0.04,87,29,8,65,Arc System Works,T,YES
NBA 2K2,XB,2002,Sports,Sega,0.15,0,0.01,90,17,7.6,5,Visual Concepts,E,YES
Medal of Honor,X360,2010,Shooter,Electronic Arts,1.56,0.04,0.21,74,71,6.7,288,"Dice, Danger Close",M,YES
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0,0.01,58,25,7.5,18,"EA Tiburon, n-Space",T,YES
SoulCalibur,DC,1999,Fighting,Namco Bandai Games,0,0.34,0,98,24,8.8,200,Namco,T,YES
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,0.05,0.07,79,10,7.3,6,Mass Media,E,YES
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0,0.02,83,16,9.2,87,5pb,M,YES
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0,0.02,72,32,5.6,216,Microsoft Game Studios,M,YES
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0,0.09,49,6,6.2,5,Pacific Coast Power & Light,E,YES
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.05,0.02,44,39,3.7,59,"Namco Bandai Games, Cellius",E10+,YES
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0.02,0,70,15,7.4,9,Omega Force,T,YES
Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0,0,75,23,9.2,12,Capcom,E,YES
Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0,0.16,91,24,7.9,88,Harmonix Music Systems,T,YES
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0,0.01,89,50,9,132,Nintendo,E,YES
Second Sight,PS2,2004,Adventure,Codemasters,0.07,0,0.02,76,48,8,23,Free Radical Design,T,YES
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0,0.03,79,17,8.1,18,Stormfront Studios,T,YES
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0,0.06,84,29,8.3,23,EA Sports,E,YES
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0,0.06,44,13,7,11,Blitz Games,T,YES
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0,0.01,56,29,7,24,BudCat,T,YES
Putty Squad,PS4,2013,Platform,System 3,0.06,0,0.03,38,8,2.9,52,System 3,E10+,YES
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0,0.01,48,19,4.8,6,SNK Playmore,T,YES
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0,0.02,78,21,8.3,7,SCEE London Studio,E,YES
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0,0.06,0,61,8,7.5,15,FuRyu,T,YES
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0,0,69,36,4.3,4,Climax Group,T,YES
Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.2,0.06,79,61,8.1,372,Atlus,M,YES
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.03,0.09,90,45,8.6,80,Factor 5,T,YES
WWE Crush Hour,GC,2003,Racing,THQ,0.06,0,0,55,14,7,5,Pacific Coast Power & Light,T,YES
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0.01,36,10,0.5,4,Seven45 Studios,T,YES
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.03,0.01,83,21,7.3,60,Arc System Works,T,YES
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.01,0.16,89,65,8.1,307,Infinity Ward,T,YES
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.01,0.08,77,30,8.2,62,Ubisoft,T,YES
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0,0.12,73,17,7.3,8,EA Sports,E,YES
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0,0.01,76,21,7.2,5,EA Canada,E,YES
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.64,0.03,78,48,8.1,84,Capcom,T,YES
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0,0.06,0.01,81,49,8.3,62,SCE Japan Studio,E,YES
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.26,0.13,75,35,8.5,60,CyberConnect2,T,YES
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.14,0.15,67,32,8.5,12,Bandai Namco Games,E,YES
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0,0.03,76,5,8.1,8,989 Sports,E,YES
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0,0.02,88,34,8.8,1056,Blizzard North,M,YES
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.26,0.17,65,19,7.5,27,Kojima Productions,T,YES
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0,0.01,72,12,8.8,25,Infogrames,E,YES
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0,0.05,52,44,7.5,20,"Z-Axis, Ltd.",T,YES
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0,0.08,73,75,7.3,82,Vicarious Visions,T,YES
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.02,0,0.01,79,49,7.8,520,Monolith Productions,M,YES
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0,0.02,58,21,7.8,5,Headstrong Games,T,YES
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.05,0.02,79,32,8.7,82,"Image Epoch, Imageepoch",T,YES
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.1,89,56,9,203,Flagship,E,YES
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0,0.01,51,5,9,44,Bandai,T,YES
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.13,0.1,87,54,7.1,680,Konami,E,YES
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.22,0.23,0.03,71,49,7.1,38,Matrix Software,E10+,YES
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0,0.01,64,17,9.1,10,Eurocom Entertainment Software,E,YES
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0,0.16,55,4,7.5,13,LucasArts,T,YES
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0,0.03,66,21,7.1,289,Snowblind Studios,M,YES
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0,0.01,20,4,3.1,30,HB Studios Multimedia,E,YES
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.83,0,0.06,70,17,7.9,15,RED Entertainment,E,YES
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,40,21,4.3,4,Supersonic Software,T,YES
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0,0.21,88,18,8.9,18,EA Sports,E,YES
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.15,0,0.01,37,4,3.5,8,SScholastic Media,E10+,YES
Stuntman,PS2,2002,Racing,Atari,0.76,0,0.2,71,37,5.7,36,Reflections Interactive,T,YES
Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0,0.01,82,14,8.2,13,Eighting/Raizing,T,YES
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0,0.1,82,34,7.2,9,EA Tiburon,E,YES
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0,0,84,36,7.5,366,EA LA,T,YES
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,0.23,0,0.01,32,24,2.4,10,Ronin Entertainment,T,YES
Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.43,0.08,83,13,7.9,16,Light Weight,T,YES
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0,0.01,79,15,8.1,7,Acclaim,E,YES
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0,0.01,31,6,5,11,Digital Leisure Inc.,T,YES
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0,64,56,5.1,219,"Next Level Games, Nintendo",T,YES
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.33,0,0.03,68,10,6.8,8,Amaze Entertainment,E,YES
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0,0.06,67,46,7.4,139,WBIE,T,YES
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0,0.17,86,54,5.7,87,Neversoft Entertainment,T,YES
Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0,0.06,79,53,8.5,125,Terminal Reality,T,YES
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,0.58,0.52,94,61,7.3,330,Capcom,T,YES
Sleeping Dogs,X360,2012,Action,Square Enix ,0.38,0.01,0.08,80,47,7.9,468,United Front Games,M,YES
Pokemon Rumble World,3DS,2015,Action,Nintendo,0,0.08,0,58,16,6.4,69,"Ambrella, The Pokemon Company",E10+,YES
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0,0.09,93,58,8.6,118,Rockstar North,AO,YES
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.5,0,0.04,74,13,6,54,n-Space,T,YES
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0.06,87,23,7.5,75,SCEA San Diego Studios,E,YES
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.46,0.04,64,25,7.9,53,Hudson,E,YES
The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.22,0,0.06,80,37,7.9,29,SCEA,M,YES
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0.04,64,9,7.5,4,EA Sports,E,YES
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0,0,75,24,8.1,7,Team 17,E10+,YES
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.02,0.13,65,49,7.4,45,Bizarre Creations,T,YES
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,1.03,0.52,85,72,8.6,147,Level 5,E,YES
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,0.14,0.75,86,70,8.1,715,Insomniac Games,M,YES
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0,0,75,16,9.1,15,Mass Media,E,YES
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0,0.02,48,13,5.1,24,Equinoxe,E,YES
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0,0.01,38,12,6,59,Visual Impact,E,YES
Kessen II,PS2,2001,Strategy,THQ,0.13,0.2,0.03,71,15,8.3,22,Koei,T,YES
True Crime: New York City,GC,2005,Action,Activision,0.13,0,0,59,25,8.8,24,Exakt,M,YES
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,0.09,0,0,68,20,8.9,27,Capcom,T,YES
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0,0.07,78,46,5.6,32,Toys for Bob,E10+,YES
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.02,75,45,8.5,289,Media Vision,T,YES
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.34,0.05,68,26,8.5,75,Omega Force,T,YES
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.02,0.26,84,25,8,21,LucasArts,T,YES
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0,0.06,73,9,6.4,20,Exient Entertainment,E,YES
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0.1,0,83,5,8,22,Sega,T,YES
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.29,0.12,0.03,83,32,7.5,23,Treasure,T,YES
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0,0.02,81,25,8.2,17,Kush Games,E,YES
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.04,0,87,27,8.2,39,KCET,T,YES
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0,0.01,73,16,8.4,12,Compile Heart,T,YES
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.15,0.03,77,14,7.9,30,Neverland,E,YES
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.02,0.09,56,26,8.1,57,Sonic Team,E,YES
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0,0.01,85,27,8,488,Respawn Entertainment,M,YES
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0,0.28,67,45,6.8,18,Sumo Digital,E10+,YES
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.02,60,42,7.4,22,Omega Force,T,YES
Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0,0.02,49,12,4.5,6,3DO,T,YES
F1 2010,PC,2010,Racing,Codemasters,0,0,0.01,84,15,6.6,99,Codemasters Birmingham,E,YES
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0,0.04,53,39,5.3,29,Vicarious Visions,T,YES
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.04,0.17,68,38,7.2,56,EA Redwood Shores,E,YES
Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0,0,62,14,8.3,44,Capcom,M,YES
Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.01,0.12,74,26,7.8,387,Techland,M,YES
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0,0.01,81,30,8.3,8,Ubisoft Montpellier,T,YES
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,55,19,4.7,34,"Mediascape, CUBETYPE",E10+,YES
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.32,0.08,73,39,8.3,265,"Dimps Corporation, SCE Japan Studio",T,YES
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0,0.04,61,41,6.5,17,Zindagi Games,E10+,YES
Rule of Rose,PS2,2006,Action,505 Games,0.01,0,0,59,44,8.6,51,"Punchline, Shirogumi",M,YES
Geist,GC,2005,Adventure,Nintendo,0.11,0,0,66,43,8.5,23,n-Space,M,YES
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0,0,76,18,6.7,19,IR Gurus,T,YES
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.08,0.01,71,37,7.8,26,Project Aces,T,YES
ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,73,20,7.4,5,Mercury Steam,T,YES
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.22,0.06,80,54,7.9,101,Project Aces,T,YES
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.01,67,7,6.8,34,Compile Heart,T,YES
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0,0,69,27,9.2,6,Team 17,T,YES
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0,0.32,82,35,4.9,83,EA Sports,E,YES
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.01,0.07,74,16,6.4,161,2K Australia,M,YES
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.01,0.09,68,43,8.1,40,Gearbox Software,E,YES
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0,0.02,64,23,8.3,63,Kuju Entertainment,M,YES
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.01,0.19,79,76,5.9,1095,Turn 10,E,YES
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0.26,0,74,60,8.4,89,Crispy's,T,YES
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0,0,66,19,7.7,44,Blue Byte,E10+,YES
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0,0.01,75,25,7.9,55,PlatinumGames,T,YES
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0,0.03,68,26,8.5,8,Cranky Pants Games,M,YES
Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0,0,66,29,8.4,9,Hydravision,M,YES
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0,0,56,36,5.4,105,Akella,T,YES
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0,0,35,6,5.6,11,Box Clever Interactive,E10+,YES
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.01,0.04,76,14,7.3,11,Treyarch,E,YES
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,0,0,64,14,6.1,35,EA Bright Light,E10+,YES
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0.04,0.01,80,25,8.3,57,Falcom,T,YES
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.01,0.18,64,62,5.9,104,EA Vancouver,T,YES
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0,0.1,78,28,8.6,28,Electronic Arts,E,YES
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.17,0,0.03,47,6,6.6,5,EA Bright Light,T,YES
Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0.01,46,11,6.7,16,Artificial Mind and Movement,E,YES
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0,0.05,80,14,8.1,28,SquareSoft,T,YES
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0,0.01,68,26,5.8,10,Electronic Arts,E10+,YES
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0,0.04,69,22,6.7,79,2K Marin,M,YES
Rise of Nightmares,X360,2011,Action,Sega,0.28,0.01,0.04,54,56,7.8,44,Sega,M,YES
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0,0.01,85,60,8.9,1404,Colossal Order,E,YES
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0,0.01,66,23,7.1,8,Take-Two Interactive,E10+,YES
Just Dance,Wii,2009,Misc,Ubisoft,3.48,0,0.73,49,21,8,110,Ubisoft Paris,E10+,YES
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0,0.06,63,37,7.9,31,Jupiter Corporation,E,YES
The Suffering,XB,2004,Action,Midway Games,0.16,0,0.01,77,44,8.8,23,Surreal Software,M,YES
Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0,0.07,70,43,6.5,19,Yuke's,T,YES
Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0,0.01,67,25,8.3,17,Deibus Studios,T,YES
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,64,24,6,9,Ubisoft,E,YES
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0,0,74,24,4.4,606,EA DICE,T,YES
Dead Rising 2,X360,2010,Action,Capcom,0.75,0.09,0.12,79,76,6.9,216,Blue Castle Games,M,YES
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0,0.21,89,21,8.4,188,EA Games,M,YES
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0,0.06,70,36,6.5,15,THQ,E,YES
